canadaojp_2016_07_01_000000.jpg,2016-07-01-000000,1
canadaojp_2016_07_01_003000.jpg,2016-07-01-003000,1
canadaojp_2016_07_01_010000.jpg,2016-07-01-010000,1
canadaojp_2016_07_01_013000.jpg,2016-07-01-013000,1
canadaojp_2016_07_01_020000.jpg,2016-07-01-020000,1
canadaojp_2016_07_01_023000.jpg,2016-07-01-023000,1
canadaojp_2016_07_01_030000.jpg,2016-07-01-030000,1
canadaojp_2016_07_01_033000.jpg,2016-07-01-033000,1
canadaojp_2016_07_01_040001.jpg,2016-07-01-040001,1
canadaojp_2016_07_01_043000.jpg,2016-07-01-043000,0
canadaojp_2016_07_01_050001.jpg,2016-07-01-050001,1
canadaojp_2016_07_01_053000.jpg,2016-07-01-053000,0
canadaojp_2016_07_01_060001.jpg,2016-07-01-060001,0
canadaojp_2016_07_01_063000.jpg,2016-07-01-063000,0
canadaojp_2016_07_01_070000.jpg,2016-07-01-070000,0
canadaojp_2016_07_01_073000.jpg,2016-07-01-073000,0
canadaojp_2016_07_01_080000.jpg,2016-07-01-080000,0
canadaojp_2016_07_01_083000.jpg,2016-07-01-083000,0
canadaojp_2016_07_01_090000.jpg,2016-07-01-090000,0
canadaojp_2016_07_01_093000.jpg,2016-07-01-093000,0
canadaojp_2016_07_01_100000.jpg,2016-07-01-100000,0
canadaojp_2016_07_01_103001.jpg,2016-07-01-103001,0
canadaojp_2016_07_01_110000.jpg,2016-07-01-110000,0
canadaojp_2016_07_01_113001.jpg,2016-07-01-113001,0
canadaojp_2016_07_01_120000.jpg,2016-07-01-120000,0
canadaojp_2016_07_01_123001.jpg,2016-07-01-123001,0
canadaojp_2016_07_01_130000.jpg,2016-07-01-130000,0
canadaojp_2016_07_01_133000.jpg,2016-07-01-133000,0
canadaojp_2016_07_01_140000.jpg,2016-07-01-140000,0
canadaojp_2016_07_01_143000.jpg,2016-07-01-143000,0
canadaojp_2016_07_01_150000.jpg,2016-07-01-150000,0
canadaojp_2016_07_01_153000.jpg,2016-07-01-153000,0
canadaojp_2016_07_01_160000.jpg,2016-07-01-160000,0
canadaojp_2016_07_01_163000.jpg,2016-07-01-163000,0
canadaojp_2016_07_01_170001.jpg,2016-07-01-170001,0
canadaojp_2016_07_01_173000.jpg,2016-07-01-173000,0
canadaojp_2016_07_01_180001.jpg,2016-07-01-180001,0
canadaojp_2016_07_01_183000.jpg,2016-07-01-183000,1
canadaojp_2016_07_01_190001.jpg,2016-07-01-190001,0
canadaojp_2016_07_01_193000.jpg,2016-07-01-193000,0
canadaojp_2016_07_01_200000.jpg,2016-07-01-200000,0
canadaojp_2016_07_01_203000.jpg,2016-07-01-203000,0
canadaojp_2016_07_01_210000.jpg,2016-07-01-210000,0
canadaojp_2016_07_01_213000.jpg,2016-07-01-213000,0
canadaojp_2016_07_01_220000.jpg,2016-07-01-220000,0
canadaojp_2016_07_01_223000.jpg,2016-07-01-223000,1
canadaojp_2016_07_01_230000.jpg,2016-07-01-230000,1
canadaojp_2016_07_01_233001.jpg,2016-07-01-233001,1
canadaojp_2016_07_02_000000.jpg,2016-07-02-000000,1
canadaojp_2016_07_02_003001.jpg,2016-07-02-003001,1
canadaojp_2016_07_02_010000.jpg,2016-07-02-010000,1
canadaojp_2016_07_02_013001.jpg,2016-07-02-013001,1
canadaojp_2016_07_02_020000.jpg,2016-07-02-020000,1
canadaojp_2016_07_02_023000.jpg,2016-07-02-023000,1
canadaojp_2016_07_02_030000.jpg,2016-07-02-030000,1
canadaojp_2016_07_02_033000.jpg,2016-07-02-033000,1
canadaojp_2016_07_02_040000.jpg,2016-07-02-040000,1
canadaojp_2016_07_02_043000.jpg,2016-07-02-043000,0
canadaojp_2016_07_02_050000.jpg,2016-07-02-050000,1
canadaojp_2016_07_02_053000.jpg,2016-07-02-053000,1
canadaojp_2016_07_02_060001.jpg,2016-07-02-060001,0
canadaojp_2016_07_02_063000.jpg,2016-07-02-063000,0
canadaojp_2016_07_02_070001.jpg,2016-07-02-070001,0
canadaojp_2016_07_02_073000.jpg,2016-07-02-073000,0
canadaojp_2016_07_02_080001.jpg,2016-07-02-080001,0
canadaojp_2016_07_02_083000.jpg,2016-07-02-083000,0
canadaojp_2016_07_02_090000.jpg,2016-07-02-090000,0
canadaojp_2016_07_02_093000.jpg,2016-07-02-093000,0
canadaojp_2016_07_02_100000.jpg,2016-07-02-100000,1
canadaojp_2016_07_02_103000.jpg,2016-07-02-103000,0
canadaojp_2016_07_02_110000.jpg,2016-07-02-110000,0
canadaojp_2016_07_02_113001.jpg,2016-07-02-113001,0
canadaojp_2016_07_02_120000.jpg,2016-07-02-120000,0
canadaojp_2016_07_02_123001.jpg,2016-07-02-123001,0
canadaojp_2016_07_02_130000.jpg,2016-07-02-130000,0
canadaojp_2016_07_02_133001.jpg,2016-07-02-133001,0
canadaojp_2016_07_02_140000.jpg,2016-07-02-140000,0
canadaojp_2016_07_02_143001.jpg,2016-07-02-143001,0
canadaojp_2016_07_02_150000.jpg,2016-07-02-150000,0
canadaojp_2016_07_02_153000.jpg,2016-07-02-153000,0
canadaojp_2016_07_02_160000.jpg,2016-07-02-160000,0
canadaojp_2016_07_02_163000.jpg,2016-07-02-163000,0
canadaojp_2016_07_02_170000.jpg,2016-07-02-170000,0
canadaojp_2016_07_02_173000.jpg,2016-07-02-173000,0
canadaojp_2016_07_02_180001.jpg,2016-07-02-180001,0
canadaojp_2016_07_02_183000.jpg,2016-07-02-183000,0
