# Site: canadaojp
# Categories:
# 0. too dark
# 1. no snow
# 2. snow
timestamp,label
2016-01-02 20:29:59,too dark
2016-01-03 20:29:59,too dark
2016-01-11 15:30:00,snow
2016-01-16 11:59:59,snow
2016-01-24 13:59:59,snow
2016-02-06 21:29:59,too dark
2016-02-08 01:30:00,too dark
2016-02-11 14:29:59,snow
2016-02-16 02:59:59,too dark
2016-02-21 01:29:59,too dark
2016-02-27 12:00:00,snow
2016-02-28 10:59:59,snow
2016-03-09 15:59:59,snow
2016-03-25 15:59:59,snow
2016-03-29 04:59:59,too dark
2016-04-06 12:00:00,snow
2016-04-08 21:59:59,too dark
2016-04-11 02:59:59,too dark
2016-04-17 09:59:59,snow
2016-04-29 19:59:59,no snow
2016-04-30 21:29:58,too dark
2016-05-01 16:29:59,no snow
2016-05-08 23:30:00,too dark
2016-05-09 01:30:00,too dark
2016-05-15 13:30:00,no snow
2016-05-16 22:00:00,too dark
2016-05-18 03:30:00,too dark
2016-05-30 02:30:00,too dark
2016-06-03 09:30:00,no snow
2016-06-06 02:00:00,too dark
2016-06-06 04:30:01,no snow
2016-06-11 15:29:59,no snow
2016-06-20 01:00:00,too dark
2016-06-20 06:30:00,no snow
2016-06-25 14:29:59,no snow
2016-06-26 16:00:00,no snow
2016-07-02 14:30:01,no snow
2016-07-03 08:00:01,no snow
2016-07-06 00:30:00,too dark
2016-07-11 08:29:59,no snow
2016-07-25 02:59:59,too dark
2016-07-27 01:00:00,too dark
2016-07-29 09:30:00,no snow
2016-08-03 19:59:59,no snow
2016-08-03 21:29:59,too dark
2016-08-04 22:29:59,too dark
2016-08-18 01:59:57,too dark
2016-08-30 04:29:59,too dark
2016-09-04 02:59:59,too dark
2016-09-06 00:59:59,too dark
2016-09-13 14:29:59,no snow
2016-09-21 21:30:00,too dark
2016-09-23 11:00:00,no snow
2016-09-26 02:29:59,too dark
2016-09-30 05:29:59,too dark
2016-10-04 16:00:00,snow
2016-10-05 15:00:00,snow
2016-10-09 08:29:59,snow
2016-10-09 14:00:00,snow
2016-10-10 10:29:59,snow
2016-10-13 21:00:00,too dark
2016-10-14 10:29:59,snow
2016-10-16 00:29:59,too dark
2016-10-16 13:29:59,snow
2016-10-29 02:29:59,too dark
2016-10-31 09:00:00,snow
2016-11-09 03:30:00,too dark
2016-11-11 03:29:59,too dark
2016-11-14 21:29:59,too dark
2016-11-25 14:29:59,snow
2016-12-12 20:59:59,too dark
2016-12-20 21:29:58,too dark
2017-01-07 06:30:00,too dark
2017-01-17 04:29:59,too dark
2017-01-24 07:29:59,too dark
2017-01-28 08:59:59,snow
2017-01-30 06:59:59,too dark
2017-01-30 16:59:59,snow
2017-02-01 16:29:59,snow
2017-02-13 07:59:59,snow
2017-02-23 20:59:59,too dark
2017-02-24 02:00:00,too dark
2017-02-24 22:30:00,too dark
2017-03-05 23:30:00,too dark
2017-03-16 12:30:00,snow
2017-03-21 21:00:00,too dark
2017-03-28 12:59:59,snow
2017-04-02 10:29:59,snow
2017-04-07 19:29:59,snow
2017-04-13 01:29:59,too dark
2017-04-18 22:29:59,too dark
2017-04-22 18:29:59,snow
2017-04-24 08:59:59,snow
2017-04-29 14:59:59,snow
2017-05-03 05:29:59,no snow
2017-05-05 11:59:59,no snow
2017-05-08 15:29:59,no snow
2017-05-30 03:00:00,too dark
2017-06-08 08:29:59,no snow
2017-06-26 19:30:00,no snow
2017-08-01 10:29:59,no snow
2017-08-03 03:59:59,too dark
2017-08-03 04:29:59,too dark
2017-08-05 11:29:59,no snow
2017-08-10 22:29:59,too dark
2017-08-19 13:59:59,no snow
2017-08-21 04:29:59,too dark
2017-08-30 07:29:59,no snow
2017-09-11 01:59:59,too dark
2017-09-19 15:29:59,no snow
2017-09-24 17:30:00,no snow
2017-09-24 17:59:59,no snow
2017-10-04 02:59:59,too dark
2017-10-07 20:59:59,too dark
2017-10-10 21:29:59,too dark
2017-10-15 06:59:59,no snow
2017-10-24 14:30:00,no snow
2017-10-28 18:59:59,too dark
2017-11-08 09:59:59,snow
2017-11-13 18:29:59,too dark
2017-11-18 20:29:59,too dark
2017-12-06 13:00:00,snow
2017-12-13 15:00:00,snow
2017-12-16 23:30:00,too dark
2017-12-18 09:00:00,snow
2018-01-03 06:29:59,too dark
2018-01-11 16:59:59,snow
2018-01-25 09:29:59,snow
2018-02-08 12:29:59,snow
2018-02-13 05:29:58,too dark
2018-02-27 08:30:00,snow
2018-02-27 15:29:59,snow
2018-03-06 19:29:59,snow
2018-03-07 21:59:59,too dark
2018-03-12 01:00:00,too dark
2018-03-12 18:29:59,snow
2018-03-14 02:29:59,too dark
2018-03-16 02:00:00,too dark
2018-03-20 22:00:00,too dark
2018-03-24 12:59:59,snow
2018-03-31 06:29:59,snow
2018-04-07 09:00:00,snow
2018-04-10 11:59:59,snow
2018-05-02 07:59:59,no snow
2018-05-03 22:59:59,too dark
2018-05-17 00:00:00,too dark
2018-05-31 03:29:59,too dark
2018-06-06 16:59:59,no snow
2018-06-17 06:30:00,no snow
2018-06-18 09:30:00,no snow
2018-06-19 03:29:59,too dark
2018-06-20 16:59:59,no snow
2018-06-21 09:29:59,no snow
2018-06-25 20:30:00,no snow
2018-07-05 15:59:59,no snow
2018-07-05 19:29:59,no snow
2018-07-06 07:29:59,no snow
2018-07-08 20:29:59,no snow
2018-07-10 12:59:59,no snow
2018-07-13 20:29:59,no snow
2018-07-15 15:29:58,no snow
2018-08-07 05:59:59,no snow
2018-08-07 19:59:59,no snow
2018-08-08 07:30:00,no snow
2018-08-09 11:30:00,no snow
2018-08-12 06:29:59,no snow
2018-08-13 15:59:59,no snow
2018-08-17 07:29:59,no snow
2018-08-20 01:29:59,too dark
2018-08-20 11:29:59,no snow
2018-08-27 04:59:59,too dark
2018-09-05 04:59:59,too dark
2018-09-13 20:29:59,too dark
2018-09-28 00:59:59,too dark
2018-10-01 16:59:59,no snow
2018-10-02 17:59:59,no snow
2018-10-04 19:59:59,too dark
2018-10-16 07:59:59,no snow
2018-10-21 19:59:59,too dark
2018-10-22 02:59:59,too dark
2018-10-30 02:59:59,too dark
2018-11-06 18:59:59,too dark
2018-11-09 22:59:59,too dark
2018-11-11 08:59:59,snow
2018-11-11 10:29:59,snow
2018-11-21 11:30:00,snow
2018-11-22 04:59:59,too dark
2018-11-25 03:29:59,too dark
2018-11-28 02:29:59,too dark
2018-12-02 23:29:59,too dark
2018-12-08 23:29:59,too dark
2018-12-19 11:59:59,snow
2018-12-19 14:59:59,snow
2019-01-05 23:29:59,too dark
2019-03-04 12:59:59,snow
2019-03-05 06:59:59,snow
2019-03-16 05:59:59,too dark
2019-03-18 16:59:58,snow
2019-03-20 02:29:59,too dark
2019-04-04 07:29:59,snow
2019-04-06 22:29:59,too dark
2019-04-07 08:00:00,snow
2019-04-14 10:59:59,snow
2019-04-20 01:30:00,too dark
2019-04-20 08:00:00,snow
2019-04-22 04:00:00,too dark
2019-04-22 06:00:00,snow
2019-04-23 12:59:59,no snow
2019-04-30 04:00:00,too dark
2019-05-16 04:59:59,no snow
2019-05-24 10:30:00,no snow
2019-05-27 07:29:59,no snow
2019-06-03 22:30:00,too dark
2019-06-03 23:30:00,too dark
2019-06-11 18:59:59,no snow
2019-06-13 11:29:59,no snow
2019-06-14 08:59:59,no snow
2019-06-16 02:29:59,too dark
2019-06-19 22:59:59,too dark
2019-06-26 21:00:00,no snow
2019-06-28 11:59:59,no snow
2019-06-29 05:00:00,no snow
2019-09-03 05:30:00,too dark
2019-09-07 11:29:59,no snow
2019-09-10 12:00:00,no snow
2019-09-30 22:30:00,too dark
2019-10-10 19:29:59,too dark
2019-10-14 07:29:59,no snow
2019-10-16 18:29:59,no snow
2019-10-23 20:59:59,too dark
2019-10-24 08:59:59,no snow
2019-10-24 15:29:59,no snow
2019-10-28 08:29:59,snow
2019-11-14 06:00:00,too dark
2019-11-16 09:00:00,snow
2019-11-18 07:29:59,too dark
2019-11-20 13:30:00,snow
2019-11-25 09:59:59,snow
2019-11-27 11:29:59,snow
2019-12-22 04:30:00,too dark
2019-12-24 06:00:00,too dark
2020-01-02 23:30:00,too dark
2020-01-03 00:30:00,too dark
2020-01-17 13:29:59,snow
2020-01-19 19:29:59,too dark
2020-01-21 06:59:59,too dark
2020-01-28 06:59:59,too dark
2020-01-29 02:29:59,too dark
2020-02-02 19:59:59,too dark
2020-02-03 23:29:59,too dark
2020-02-10 07:29:59,too dark
2020-02-17 18:29:59,snow
2020-02-22 06:59:59,too dark
2020-03-03 18:29:59,snow
2020-03-10 04:59:59,too dark
2020-03-15 18:59:59,snow
2020-04-11 00:59:59,too dark
2020-04-13 23:29:59,too dark
2020-04-17 12:29:59,snow
2020-04-21 15:59:59,snow
2020-04-24 21:29:59,too dark
2020-04-25 12:29:59,snow
2020-04-28 18:59:59,snow
2020-04-29 09:59:59,snow
2020-04-29 14:29:59,no snow
2020-04-30 03:59:59,too dark
2020-05-03 07:59:59,no snow
2020-05-03 20:59:59,no snow
2020-05-18 07:29:59,no snow
2020-05-28 08:29:59,no snow
2020-05-29 11:59:59,no snow
2020-06-09 07:59:59,no snow
2020-06-10 20:00:00,no snow
2020-06-23 02:29:59,too dark
2020-06-24 17:29:59,no snow
2020-06-25 06:29:59,no snow
2020-07-01 10:59:59,no snow
2020-07-16 16:00:00,no snow
2020-07-23 02:29:58,too dark
2020-07-24 05:29:58,no snow
2020-07-24 14:29:58,no snow
2020-07-26 00:29:58,too dark
2020-08-02 19:59:58,no snow
2020-08-05 11:00:00,no snow
2020-08-19 06:30:00,no snow
2020-08-24 18:00:01,no snow
2020-08-24 21:00:00,too dark
2020-08-25 15:00:00,no snow
2020-08-31 01:00:00,too dark
2020-09-15 21:29:59,too dark
2020-09-18 22:59:59,too dark
2020-10-01 00:59:59,too dark
2020-10-05 16:00:00,no snow
2020-10-06 11:30:00,no snow
2020-10-08 23:00:00,too dark
2020-10-13 06:59:59,snow
2020-10-15 18:29:59,no snow
2020-10-16 20:29:59,too dark
2020-10-25 03:59:59,too dark
2020-12-27 15:30:00,snow
