image,label
canadaojp_2016_05_02_192959.jpg,1
canadaojp_2016_01_27_005959.jpg,0
canadaojp_2016_05_17_020000.jpg,0
canadaojp_2016_01_12_002959.jpg,0
canadaojp_2016_09_02_082959.jpg,1
canadaojp_2016_05_05_045959.jpg,1
canadaojp_2016_05_22_130001.jpg,1
canadaojp_2016_09_17_010000.jpg,0
canadaojp_2016_09_02_095959.jpg,1
canadaojp_2016_05_23_143000.jpg,1
canadaojp_2016_05_31_180000.jpg,1
canadaojp_2016_09_29_003000.jpg,0
canadaojp_2016_09_15_222959.jpg,0
canadaojp_2016_01_06_195959.jpg,0
canadaojp_2016_05_28_060000.jpg,1
canadaojp_2016_09_15_005959.jpg,0
canadaojp_2016_09_01_205959.jpg,0
canadaojp_2016_09_03_025959.jpg,0
canadaojp_2016_01_29_063000.jpg,0
canadaojp_2016_09_30_125959.jpg,1
canadaojp_2016_01_10_235959.jpg,0
canadaojp_2016_09_09_205959.jpg,0
canadaojp_2016_09_16_120000.jpg,1
canadaojp_2016_09_17_175959.jpg,1
canadaojp_2016_09_21_162959.jpg,1
canadaojp_2016_05_19_000000.jpg,0
canadaojp_2016_05_11_000000.jpg,0
canadaojp_2016_05_13_070000.jpg,1
canadaojp_2016_05_24_053000.jpg,1
canadaojp_2016_01_15_045959.jpg,0
canadaojp_2016_05_19_160000.jpg,1
canadaojp_2016_01_17_092959.jpg,2
canadaojp_2016_09_15_143000.jpg,1
canadaojp_2016_05_15_100000.jpg,1
canadaojp_2016_05_03_212959.jpg,0
canadaojp_2016_09_22_060000.jpg,0
canadaojp_2016_09_14_050000.jpg,0
canadaojp_2016_01_04_043000.jpg,0
canadaojp_2016_01_02_232959.jpg,0
canadaojp_2016_05_17_183000.jpg,1
canadaojp_2016_05_24_083001.jpg,1
canadaojp_2016_09_18_230000.jpg,0
canadaojp_2016_01_11_003000.jpg,0
canadaojp_2016_05_10_180001.jpg,1
canadaojp_2016_05_24_090000.jpg,1
canadaojp_2016_05_28_070001.jpg,1
canadaojp_2016_01_02_015959.jpg,0
canadaojp_2016_05_12_160000.jpg,2
canadaojp_2016_05_03_155959.jpg,1
canadaojp_2016_09_13_075959.jpg,1
canadaojp_2016_01_06_045959.jpg,0
canadaojp_2016_01_07_035959.jpg,0
canadaojp_2016_05_13_050000.jpg,1
canadaojp_2016_09_05_095959.jpg,1
canadaojp_2016_09_18_213000.jpg,0
canadaojp_2016_01_15_002959.jpg,0
canadaojp_2016_09_26_045959.jpg,0
canadaojp_2016_05_19_220000.jpg,0
canadaojp_2016_05_18_103001.jpg,1
canadaojp_2016_09_08_045959.jpg,0
canadaojp_2016_09_02_062959.jpg,1
canadaojp_2016_01_25_032959.jpg,0
canadaojp_2016_09_15_212959.jpg,0
canadaojp_2016_09_04_212959.jpg,0
canadaojp_2016_09_04_002959.jpg,0
canadaojp_2016_09_12_235959.jpg,0
canadaojp_2016_01_01_212959.jpg,0
canadaojp_2016_09_13_052959.jpg,0
canadaojp_2016_05_16_010001.jpg,0
canadaojp_2016_09_02_112958.jpg,1
canadaojp_2016_05_29_070000.jpg,1
canadaojp_2016_09_22_123000.jpg,1
canadaojp_2016_05_11_023000.jpg,0
canadaojp_2016_05_15_170000.jpg,1
canadaojp_2016_01_06_000000.jpg,0
canadaojp_2016_09_15_230000.jpg,0
canadaojp_2016_05_26_180001.jpg,1
canadaojp_2016_01_25_025959.jpg,0
canadaojp_2016_09_13_102959.jpg,1
canadaojp_2016_09_28_093000.jpg,1
canadaojp_2016_01_24_105959.jpg,2
canadaojp_2016_01_08_072959.jpg,0
canadaojp_2016_05_29_233000.jpg,0
canadaojp_2016_09_25_043000.jpg,0
canadaojp_2016_05_08_183000.jpg,1
canadaojp_2016_05_04_162959.jpg,1
canadaojp_2016_09_27_065959.jpg,1
