# Site: canadaOBS
# Categories:
# 0. too dark
# 1. snow
# 2. no snow
timestamp,label
2011-11-04 20:01:21,too dark
2011-12-07 18:31:19,too dark
2011-12-07 22:31:19,too dark
2012-01-29 06:01:20,too dark
2012-02-29 20:01:23,too dark
2012-04-01 04:31:19,too dark
2012-04-20 04:31:20,too dark
2012-04-26 21:31:21,too dark
2012-09-04 05:01:19,too dark
2012-10-03 19:31:18,too dark
2012-10-04 19:01:19,too dark
2012-10-20 04:31:20,too dark
2012-10-28 04:31:18,too dark
2012-12-25 07:31:19,too dark
2013-03-15 06:31:21,too dark
2013-07-07 04:31:26,too dark
2013-08-30 22:31:35,too dark
2014-03-04 22:01:28,too dark
2014-03-12 05:01:22,too dark
2014-09-15 22:01:21,too dark
2015-01-12 08:31:22,too dark
2015-01-14 06:01:21,too dark
2015-02-18 05:01:22,too dark
2015-03-01 05:01:22,too dark
2015-03-02 04:01:23,too dark
2015-03-17 21:31:23,too dark
2015-07-31 04:31:25,too dark
2015-11-18 17:31:45,too dark
2016-01-18 20:33:02,too dark
2016-01-24 07:01:38,too dark
2016-04-21 22:31:30,too dark
2016-10-08 21:31:32,too dark
2016-11-19 04:31:36,too dark
2017-04-23 21:33:02,too dark
2017-10-24 04:33:01,too dark
2017-11-19 04:01:24,too dark
2017-12-08 20:01:23,too dark
2018-02-10 19:01:29,too dark
2018-10-13 04:31:29,too dark
2018-10-19 06:31:48,too dark
2019-05-09 21:01:14,too dark
2020-01-15 07:01:15,too dark
2020-01-26 21:01:16,too dark
2021-01-16 00:01:35,too dark
2011-12-03 13:31:35,snow
2012-03-03 09:31:26,snow
2012-11-08 09:01:29,snow
2013-01-13 15:01:25,snow
2013-02-22 12:31:23,snow
2013-03-09 15:31:24,snow
2013-10-27 10:03:02,snow
2013-12-26 16:31:51,snow
2014-02-10 12:31:32,snow
2014-02-14 09:31:39,snow
2014-03-05 15:01:32,snow
2014-03-28 14:31:34,snow
2014-05-11 15:01:29,snow
2014-10-27 10:01:36,snow
2014-10-31 16:31:34,snow
2015-02-10 16:01:29,snow
2015-03-20 19:31:28,snow
2015-04-02 18:31:38,snow
2016-01-14 16:31:07,snow
2016-01-15 12:31:37,snow
2016-02-09 09:31:45,snow
2016-02-25 08:01:39,snow
2016-03-01 15:31:51,snow
2016-04-15 11:31:38,snow
2016-11-10 17:01:40,snow
2017-02-07 12:01:34,snow
2017-02-23 10:01:31,snow
2018-03-14 09:31:33,snow
2018-11-28 10:01:32,snow
2019-02-02 11:01:14,snow
2019-02-17 17:31:17,snow
2019-11-20 10:31:18,snow
2019-12-13 14:31:17,snow
2020-03-01 14:31:15,snow
2020-04-08 06:31:13,snow
2020-04-08 10:31:13,snow
2011-08-07 15:01:32,no snow
2011-10-13 14:01:39,no snow
2012-05-08 08:01:25,no snow
2012-05-14 13:31:28,no snow
2012-05-25 15:01:31,no snow
2012-06-04 18:31:24,no snow
2012-06-19 19:01:25,no snow
2012-10-05 11:31:26,no snow
2013-08-04 14:03:01,no snow
2013-09-26 09:01:56,no snow
2014-09-08 17:33:03,no snow
2014-10-01 08:01:54,no snow
2014-10-02 09:31:31,no snow
2014-10-07 09:31:32,no snow
2014-10-26 13:31:28,no snow
2015-04-20 19:01:35,no snow
2015-05-05 08:01:27,no snow
2015-09-03 08:01:29,no snow
2015-09-09 14:33:01,no snow
2016-04-23 08:33:01,no snow
2016-05-20 06:01:31,no snow
2016-06-17 15:32:02,no snow
2016-07-28 06:31:35,no snow
2016-10-04 07:01:28,no snow
2017-08-12 20:03:02,no snow
2017-08-16 19:31:28,no snow
2017-09-27 10:31:30,no snow
2018-05-20 07:01:28,no snow
2018-06-13 15:31:30,no snow
2018-07-08 06:01:25,no snow
2018-09-01 07:31:26,no snow
2018-09-05 15:33:02,no snow
2018-09-28 12:01:37,no snow
2019-05-21 11:01:17,no snow
2019-06-01 11:31:14,no snow
2019-09-19 12:01:15,no snow
2020-05-01 19:31:15,no snow
2020-06-07 15:31:21,no snow
2020-06-20 19:01:16,no snow
2020-07-05 06:31:15,no snow
