# Site: vindeln2
# Categories:
# 0. too dark
# 1. no snow
# 2. snow
timestamp,label
2016-05-15 14:00:00,no snow
2016-05-19 17:00:00,no snow
2016-05-22 11:00:00,no snow
2016-06-14 07:00:00,no snow
2016-06-16 18:00:00,no snow
2016-06-27 17:00:00,no snow
2016-07-05 15:00:00,no snow
2016-07-08 11:00:00,no snow
2016-09-11 10:00:00,no snow
2016-09-19 08:00:00,no snow
2016-12-18 10:00:00,snow
2016-12-25 11:00:00,snow
2017-01-07 09:00:00,snow
2017-01-19 08:00:00,snow
2017-03-15 14:00:00,snow
2017-03-25 17:00:00,snow
2017-03-28 06:00:00,snow
2017-03-29 13:00:00,snow
2017-04-22 08:00:00,snow
2017-04-24 18:00:00,snow
2017-04-25 13:00:00,snow
2017-04-26 17:00:00,snow
2017-05-04 15:00:00,snow
2017-05-25 15:00:00,no snow
2017-07-04 06:00:00,no snow
2017-07-05 17:00:00,no snow
2017-08-20 16:00:00,no snow
2017-09-05 18:00:00,no snow
2017-09-16 16:00:00,no snow
2017-10-05 15:00:00,no snow
2017-11-03 12:00:00,snow
2017-11-17 07:00:00,snow
2017-11-17 12:00:00,snow
2017-12-21 10:00:00,snow
2018-01-11 17:00:00,too dark
2018-01-24 11:00:00,snow
2018-02-03 12:00:00,snow
2018-02-04 15:00:00,snow
2018-02-16 12:00:00,snow
2018-04-28 07:00:00,snow
2018-05-10 16:00:00,no snow
2018-06-04 14:00:00,no snow
2018-06-08 06:00:00,no snow
2018-07-05 17:00:00,no snow
2018-07-10 18:00:00,no snow
2018-07-14 16:00:00,no snow
2018-08-01 09:00:00,no snow
2018-08-05 14:00:00,no snow
2018-09-05 18:00:00,no snow
2018-09-06 06:00:00,no snow
2018-09-23 06:00:00,no snow
2018-12-13 09:00:00,snow
2018-12-17 11:00:00,snow
2018-12-21 07:00:00,too dark
2019-01-01 12:00:00,snow
2019-01-02 09:00:00,snow
2019-01-26 14:00:00,snow
2019-01-27 14:00:00,snow
2019-02-09 11:00:00,snow
2019-03-05 08:00:00,snow
2019-03-16 17:00:00,snow
2019-03-18 09:00:00,snow
2019-03-28 15:00:00,snow
2019-03-30 07:00:00,snow
2019-06-13 12:00:00,no snow
2019-08-14 07:00:00,no snow
2019-08-17 18:00:00,no snow
2019-08-21 11:00:00,no snow
2019-08-28 13:00:00,no snow
2019-09-01 09:00:00,no snow
2019-09-08 07:00:00,no snow
2019-10-04 08:00:00,no snow
2019-10-23 17:00:00,no snow
2019-10-31 15:00:00,snow
2019-11-05 06:00:00,snow
2019-11-19 07:00:00,snow
2019-12-04 09:00:00,snow
2019-12-05 15:00:00,snow
2019-12-21 11:00:00,snow
2020-01-02 14:00:00,snow
2020-01-12 13:00:00,snow
2020-01-15 13:00:00,snow
2020-01-21 11:00:00,snow
2020-01-23 07:00:00,snow
2020-01-25 17:00:00,too dark
2020-01-27 14:00:00,snow
2020-02-13 12:00:00,snow
2020-02-21 06:00:00,snow
2020-03-17 09:00:00,snow
2020-03-21 09:00:00,snow
2020-04-07 17:00:00,snow
2020-04-14 08:00:00,snow
2020-04-18 08:00:00,snow
2020-05-02 14:00:00,snow
2020-05-05 14:00:00,snow
2020-06-17 08:00:00,no snow
2020-06-19 17:00:00,no snow
2020-06-20 11:00:00,no snow
2020-06-20 12:00:00,no snow
2020-07-06 11:00:00,no snow
2020-08-24 16:00:00,no snow
2020-10-06 15:00:00,no snow
2020-10-12 18:00:00,too dark
2020-10-25 11:00:00,snow
2020-10-26 18:00:00,too dark
2020-10-30 16:00:00,no snow
2020-11-29 14:00:00,snow
2020-12-12 12:00:00,snow
2021-01-06 09:00:00,snow
2021-03-04 14:00:00,snow
2021-03-06 13:00:00,snow
2021-03-18 15:00:00,snow
2021-03-24 16:00:00,snow
2021-04-01 07:00:00,snow
2021-04-03 15:00:00,snow
2021-05-15 09:00:00,no snow
2021-06-10 09:00:00,no snow
2021-06-18 07:00:00,no snow
2021-08-22 18:00:00,no snow
2021-08-25 06:00:00,no snow
